=== Extensions ablation: 9 runs ===

[1/9] RUN  double_icm seed=0

=== Run: double_icm_seed0 ===
  Double DQN:         True
  Prioritized Replay: False
  ICM (curiosity):    True
  Reward shaping:     False

  Device: cpu
  Ep  220 | R   -97.2 | Avg100   -77.1 | Eps 0.564 | Loss 1.0513 | r_int   3.91 | t=12s
  Ep  230 | R    33.9 | Avg100   -75.7 | Eps 0.545 | Loss 1.3104 | r_int   3.80 | t=13s
  Ep  240 | R   -32.9 | Avg100   -72.1 | Eps 0.525 | Loss 1.2762 | r_int   2.77 | t=14s
  Ep  250 | R   -51.5 | Avg100   -68.7 | Eps 0.505 | Loss 1.1561 | r_int   3.43 | t=15s
  Ep  260 | R   -68.8 | Avg100   -66.3 | Eps 0.485 | Loss 1.1024 | r_int   1.86 | t=16s
  Ep  270 | R    44.3 | Avg100   -64.1 | Eps 0.465 | Loss 1.1319 | r_int 104.61 | t=17s
  Ep  280 | R   -14.1 | Avg100   -60.0 | Eps 0.446 | Loss 0.9641 | r_int   8.02 | t=18s
  Ep  290 | R     9.3 | Avg100   -57.7 | Eps 0.426 | Loss 1.1394 | r_int 112.71 | t=19s
  Ep  300 | R  -144.8 | Avg100   -59.5 | Eps 0.406 | Loss 1.0173 | r_int   3.51 | t=22s
  Ep  310 | R   -43.5 | Avg100   -56.8 | Eps 0.386 | Loss 1.2035 | r_int  13.38 | t=24s
  Ep  320 | R    18.5 | Avg100   -50.9 | Eps 0.366 | Loss 1.0822 | r_int   3.77 | t=26s
  Ep  330 | R    -8.4 | Avg100   -43.1 | Eps 0.347 | Loss 0.9582 | r_int   1.62 | t=29s
  Ep  340 | R   -16.0 | Avg100   -39.7 | Eps 0.327 | Loss 1.0269 | r_int   1.35 | t=34s
  Ep  350 | R   -46.3 | Avg100   -35.8 | Eps 0.307 | Loss 0.9310 | r_int   0.93 | t=38s
  Ep  360 | R   -12.4 | Avg100   -31.3 | Eps 0.287 | Loss 0.8754 | r_int   1.05 | t=42s
  Ep  370 | R   -28.5 | Avg100   -26.7 | Eps 0.267 | Loss 0.9117 | r_int   0.90 | t=47s
  Ep  380 | R   -25.4 | Avg100   -23.4 | Eps 0.248 | Loss 0.7636 | r_int   2.66 | t=51s
  Ep  390 | R   192.5 | Avg100   -13.7 | Eps 0.228 | Loss 0.7549 | r_int  23.79 | t=55s
  Ep  400 | R    93.3 | Avg100    -3.9 | Eps 0.208 | Loss 0.6028 | r_int  53.80 | t=59s
  Ep  410 | R   -70.7 | Avg100    -2.2 | Eps 0.188 | Loss 0.6245 | r_int   0.85 | t=63s
  Ep  420 | R   -41.3 | Avg100    -0.9 | Eps 0.168 | Loss 0.5120 | r_int   1.05 | t=67s
  Ep  430 | R   -59.5 | Avg100     2.3 | Eps 0.149 | Loss 0.4499 | r_int   0.84 | t=71s
  Ep  440 | R    -2.7 | Avg100     5.8 | Eps 0.129 | Loss 0.4166 | r_int   0.78 | t=75s
  Ep  450 | R   262.6 | Avg100    19.0 | Eps 0.109 | Loss 0.4588 | r_int   2.35 | t=78s
  Ep  460 | R    44.2 | Avg100    30.7 | Eps 0.089 | Loss 0.4228 | r_int  13.55 | t=82s
  Ep  470 | R   316.2 | Avg100    45.8 | Eps 0.069 | Loss 0.4898 | r_int   2.02 | t=84s
  Ep  480 | R   186.1 | Avg100    61.5 | Eps 0.050 | Loss 0.4541 | r_int  10.35 | t=87s
  Ep  490 | R   289.0 | Avg100    71.9 | Eps 0.030 | Loss 0.4571 | r_int   2.34 | t=89s
  Ep  500 | R   283.9 | Avg100    89.8 | Eps 0.010 | Loss 0.4518 | r_int   2.20 | t=91s
  Ep  510 | R   179.0 | Avg100   106.2 | Eps 0.010 | Loss 0.4112 | r_int   3.05 | t=94s
  Ep  520 | R  -103.5 | Avg100   122.4 | Eps 0.010 | Loss 0.4211 | r_int   3.56 | t=96s
  Ep  530 | R   195.8 | Avg100   133.1 | Eps 0.010 | Loss 0.4053 | r_int   2.54 | t=99s
  Ep  540 | R   -21.8 | Avg100   137.7 | Eps 0.010 | Loss 0.4390 | r_int   1.78 | t=103s
  Ep  550 | R     2.5 | Avg100   132.2 | Eps 0.010 | Loss 0.3968 | r_int   1.43 | t=107s
  Ep  560 | R   -22.1 | Avg100   130.8 | Eps 0.010 | Loss 0.3739 | r_int   2.03 | t=110s
  Ep  570 | R    -6.1 | Avg100   120.3 | Eps 0.010 | Loss 0.3344 | r_int   2.00 | t=115s
  Ep  580 | R   184.3 | Avg100   112.8 | Eps 0.010 | Loss 0.3256 | r_int   3.74 | t=118s
  Ep  590 | R   114.6 | Avg100   106.9 | Eps 0.010 | Loss 0.3273 | r_int  25.57 | t=121s
  Ep  600 | R   206.9 | Avg100    94.7 | Eps 0.010 | Loss 0.3101 | r_int   2.84 | t=125s
  Ep  610 | R   -10.2 | Avg100    94.2 | Eps 0.010 | Loss 0.3010 | r_int   2.68 | t=128s
  Ep  620 | R   -22.6 | Avg100    90.4 | Eps 0.010 | Loss 0.3018 | r_int   2.25 | t=131s
  Ep  630 | R   -11.1 | Avg100    84.6 | Eps 0.010 | Loss 0.3130 | r_int   2.56 | t=134s
  Ep  640 | R   -15.8 | Avg100    86.5 | Eps 0.010 | Loss 0.2385 | r_int   3.70 | t=138s
  Ep  650 | R   235.3 | Avg100    96.9 | Eps 0.010 | Loss 0.2358 | r_int   6.66 | t=141s
  Ep  660 | R   232.8 | Avg100   100.1 | Eps 0.010 | Loss 0.1742 | r_int   6.65 | t=144s
  Ep  670 | R     7.2 | Avg100   105.8 | Eps 0.010 | Loss 0.2432 | r_int   2.92 | t=147s
  Ep  680 | R   239.5 | Avg100   108.0 | Eps 0.010 | Loss 0.2661 | r_int   3.49 | t=151s
  Ep  690 | R   235.6 | Avg100   111.0 | Eps 0.010 | Loss 0.2056 | r_int   3.87 | t=154s
  Ep  700 | R   262.2 | Avg100   117.1 | Eps 0.010 | Loss 0.2283 | r_int   5.30 | t=156s
  Ep  710 | R   -16.7 | Avg100   122.9 | Eps 0.010 | Loss 0.2763 | r_int   3.86 | t=158s
  Ep  720 | R     3.3 | Avg100   119.9 | Eps 0.010 | Loss 0.2231 | r_int   3.17 | t=161s
  Ep  730 | R   148.3 | Avg100   125.7 | Eps 0.010 | Loss 0.2508 | r_int  19.26 | t=164s
  Ep  740 | R   176.7 | Avg100   125.8 | Eps 0.010 | Loss 0.2588 | r_int  14.55 | t=168s
  Ep  750 | R   -12.1 | Avg100   118.9 | Eps 0.010 | Loss 0.2225 | r_int   4.36 | t=171s
  Ep  760 | R   255.5 | Avg100   121.1 | Eps 0.010 | Loss 0.1878 | r_int   3.74 | t=174s
  Ep  770 | R   192.9 | Avg100   126.5 | Eps 0.010 | Loss 0.2484 | r_int  10.48 | t=177s
  Ep  780 | R    -7.0 | Avg100   131.8 | Eps 0.010 | Loss 0.2330 | r_int   4.35 | t=180s
  Ep  790 | R   256.4 | Avg100   129.3 | Eps 0.010 | Loss 0.1506 | r_int   4.08 | t=183s
  Ep  800 | R   240.3 | Avg100   134.9 | Eps 0.010 | Loss 0.3105 | r_int   5.84 | t=186s
  Ep  810 | R   229.9 | Avg100   139.7 | Eps 0.010 | Loss 0.2237 | r_int  14.51 | t=187s
  Ep  820 | R   234.7 | Avg100   146.7 | Eps 0.010 | Loss 0.1991 | r_int   7.34 | t=190s
  Ep  830 | R   247.7 | Avg100   150.4 | Eps 0.010 | Loss 0.2551 | r_int  10.40 | t=192s
  Ep  840 | R     2.6 | Avg100   153.6 | Eps 0.010 | Loss 0.2644 | r_int   6.05 | t=195s
  Ep  850 | R   235.6 | Avg100   159.6 | Eps 0.010 | Loss 0.2461 | r_int   8.75 | t=198s
  Ep  860 | R   235.8 | Avg100   167.4 | Eps 0.010 | Loss 0.2206 | r_int   4.68 | t=200s
  Ep  870 | R   258.6 | Avg100   172.9 | Eps 0.010 | Loss 0.2442 | r_int  17.12 | t=202s
  Ep  880 | R   256.7 | Avg100   181.7 | Eps 0.010 | Loss 0.2887 | r_int   2.02 | t=204s
  Ep  890 | R   276.5 | Avg100   193.8 | Eps 0.010 | Loss 0.1555 | r_int  10.56 | t=205s
  Ep  900 | R    -0.8 | Avg100   191.7 | Eps 0.010 | Loss 0.2401 | r_int   6.97 | t=207s
  Ep  910 | R   235.2 | Avg100   190.8 | Eps 0.010 | Loss 0.3733 | r_int   9.78 | t=209s
  Ep  920 | R   199.0 | Avg100   194.0 | Eps 0.010 | Loss 0.3469 | r_int  19.23 | t=211s
  Ep  930 | R   229.8 | Avg100   198.0 | Eps 0.010 | Loss 0.3442 | r_int   5.00 | t=213s
  Ep  940 | R    32.9 | Avg100   207.2 | Eps 0.010 | Loss 0.3224 | r_int  15.65 | t=215s
  Ep  950 | R   227.7 | Avg100   216.9 | Eps 0.010 | Loss 0.3081 | r_int  14.95 | t=216s
  Ep  960 | R   270.2 | Avg100   213.9 | Eps 0.010 | Loss 0.3004 | r_int   7.07 | t=219s
  Ep  970 | R   165.8 | Avg100   213.2 | Eps 0.010 | Loss 0.4069 | r_int  10.81 | t=221s
  Ep  980 | R   209.1 | Avg100   213.9 | Eps 0.010 | Loss 0.4278 | r_int   7.91 | t=223s
  Ep  990 | R   278.1 | Avg100   213.6 | Eps 0.010 | Loss 0.2985 | r_int   9.97 | t=225s
  Ep 1000 | R   228.3 | Avg100   218.0 | Eps 0.010 | Loss 0.4243 | r_int  15.16 | t=226s

  Done. Log saved to logs/double_icm_seed2.csv
  Best 100-ep avg: 218.2

[4/9] RUN  double_shaping seed=0

=== Run: double_shaping_seed0 ===
  Double DQN:         True
  Prioritized Replay: False
  ICM (curiosity):    False
  Reward shaping:     True

  Device: cpu
  Ep   10 | R  -247.7 | Avg100  -190.3 | Eps 0.980 | Loss 2.2162 | F    1.44 | t=0s
  Ep   20 | R  -242.4 | Avg100  -167.6 | Eps 0.960 | Loss 2.3744 | F    1.64 | t=0s
  Ep   30 | R  -306.9 | Avg100  -178.6 | Eps 0.941 | Loss 1.7121 | F    1.52 | t=0s
  Ep   40 | R   -80.6 | Avg100  -181.8 | Eps 0.921 | Loss 1.4950 | F    2.43 | t=1s
  Ep   50 | R   -33.8 | Avg100  -175.2 | Eps 0.901 | Loss 1.7312 | F    3.01 | t=1s
  Ep   60 | R   -84.7 | Avg100  -167.6 | Eps 0.881 | Loss 1.8318 | F    2.20 | t=1s
  Ep   70 | R  -261.7 | Avg100  -169.2 | Eps 0.861 | Loss 1.5214 | F    1.69 | t=1s
  Ep   80 | R  -117.8 | Avg100  -163.4 | Eps 0.842 | Loss 1.9259 | F    2.41 | t=1s
  Ep   90 | R   -33.9 | Avg100  -161.3 | Eps 0.822 | Loss 1.4175 | F    3.70 | t=1s
  Ep  100 | R   -70.0 | Avg100  -159.9 | Eps 0.802 | Loss 1.2503 | F    2.65 | t=1s
  Ep  110 | R  -106.6 | Avg100  -153.5 | Eps 0.782 | Loss 1.6547 | F    3.84 | t=2s
  Ep  120 | R   -42.3 | Avg100  -150.0 | Eps 0.762 | Loss 1.6108 | F    2.96 | t=2s
  Ep  130 | R  -133.4 | Avg100  -138.6 | Eps 0.743 | Loss 1.3581 | F    3.19 | t=2s
  Ep  140 | R  -154.4 | Avg100  -132.8 | Eps 0.723 | Loss 1.6571 | F    2.99 | t=2s
  Ep  150 | R  -114.1 | Avg100  -131.3 | Eps 0.703 | Loss 1.3476 | F    3.37 | t=2s
  Ep  160 | R  -111.3 | Avg100  -125.9 | Eps 0.683 | Loss 1.0663 | F    2.68 | t=2s
  Ep  170 | R  -122.5 | Avg100  -117.4 | Eps 0.663 | Loss 1.9701 | F    3.38 | t=3s
  Ep  180 | R   -57.5 | Avg100  -118.1 | Eps 0.644 | Loss 1.1971 | F    2.69 | t=3s
  Ep  190 | R  -100.5 | Avg100  -111.6 | Eps 0.624 | Loss 1.5675 | F    2.19 | t=3s
  Ep  200 | R   -98.1 | Avg100  -104.9 | Eps 0.604 | Loss 1.4117 | F    3.65 | t=3s
  Ep  210 | R   -77.3 | Avg100   -98.4 | Eps 0.584 | Loss 1.3898 | F    2.78 | t=3s
  Ep  220 | R   -77.6 | Avg100   -95.3 | Eps 0.564 | Loss 1.2777 | F    2.70 | t=4s
  Ep  230 | R  -151.7 | Avg100   -95.5 | Eps 0.545 | Loss 1.3597 | F    3.65 | t=4s
  Ep  240 | R  -107.1 | Avg100   -88.4 | Eps 0.525 | Loss 1.2706 | F    5.72 | t=4s
  Ep  250 | R    70.6 | Avg100   -78.4 | Eps 0.505 | Loss 1.2627 | F    3.81 | t=5s
  Ep  260 | R  -288.3 | Avg100   -80.5 | Eps 0.485 | Loss 1.3140 | F    2.81 | t=5s
  Ep  270 | R   -72.1 | Avg100   -74.9 | Eps 0.465 | Loss 1.3639 | F    6.30 | t=6s
  Ep  280 | R   -45.3 | Avg100   -61.2 | Eps 0.446 | Loss 1.1795 | F    3.14 | t=6s
  Ep  290 | R    90.6 | Avg100   -58.1 | Eps 0.426 | Loss 1.3139 | F    5.67 | t=7s
  Ep  300 | R    29.9 | Avg100   -51.3 | Eps 0.406 | Loss 1.1340 | F    4.12 | t=7s
  Ep  310 | R   107.7 | Avg100   -49.2 | Eps 0.386 | Loss 1.1649 | F    2.69 | t=8s
  Ep  320 | R    47.1 | Avg100   -41.5 | Eps 0.366 | Loss 1.1888 | F    5.73 | t=10s
  Ep  330 | R   -42.9 | Avg100   -39.1 | Eps 0.347 | Loss 1.2375 | F   10.57 | t=11s
  Ep  340 | R    47.8 | Avg100   -36.3 | Eps 0.327 | Loss 1.0537 | F    7.59 | t=12s
  Ep  350 | R   -40.8 | Avg100   -37.3 | Eps 0.307 | Loss 1.0864 | F    5.47 | t=14s
  Ep  360 | R    36.2 | Avg100   -30.3 | Eps 0.287 | Loss 1.0517 | F    4.09 | t=15s
  Ep  370 | R   -15.3 | Avg100   -28.7 | Eps 0.267 | Loss 0.9950 | F    7.14 | t=16s
  Ep  380 | R    27.0 | Avg100   -31.9 | Eps 0.248 | Loss 0.9143 | F    8.99 | t=18s
  Ep  390 | R    28.0 | Avg100   -27.6 | Eps 0.228 | Loss 0.8580 | F    6.17 | t=19s
  Ep  400 | R   -19.7 | Avg100   -27.6 | Eps 0.208 | Loss 0.7326 | F    5.78 | t=21s
  Ep  410 | R   -43.0 | Avg100   -26.6 | Eps 0.188 | Loss 0.6558 | F    6.12 | t=22s
  Ep  420 | R    -7.8 | Avg100   -28.5 | Eps 0.168 | Loss 0.5505 | F    8.50 | t=24s
  Ep  430 | R    -7.4 | Avg100   -23.8 | Eps 0.149 | Loss 0.4520 | F    4.93 | t=25s
  Ep  440 | R   -27.4 | Avg100   -22.8 | Eps 0.129 | Loss 0.4536 | F    6.00 | t=27s
  Ep  450 | R    13.7 | Avg100   -21.1 | Eps 0.109 | Loss 0.3844 | F    5.52 | t=28s
  Ep  460 | R   -17.5 | Avg100   -26.3 | Eps 0.089 | Loss 0.3658 | F    6.03 | t=30s
  Ep  470 | R   -31.5 | Avg100   -27.1 | Eps 0.069 | Loss 0.3122 | F    4.74 | t=31s
  Ep  480 | R    -5.8 | Avg100   -29.2 | Eps 0.050 | Loss 0.3039 | F    7.04 | t=33s
  Ep  490 | R   -21.8 | Avg100   -31.1 | Eps 0.030 | Loss 0.2477 | F    8.13 | t=34s
  Ep  500 | R    20.3 | Avg100   -30.7 | Eps 0.010 | Loss 0.2333 | F    5.76 | t=35s
  Ep  510 | R   -40.1 | Avg100   -29.8 | Eps 0.010 | Loss 0.2348 | F    6.89 | t=37s
  Ep  520 | R    30.5 | Avg100   -32.4 | Eps 0.010 | Loss 0.2362 | F    4.96 | t=39s
  Ep  530 | R  -105.8 | Avg100   -32.4 | Eps 0.010 | Loss 0.2149 | F    7.40 | t=40s
  Ep  540 | R   -11.7 | Avg100   -33.2 | Eps 0.010 | Loss 0.2296 | F    5.49 | t=42s
  Ep  550 | R    21.3 | Avg100   -30.1 | Eps 0.010 | Loss 0.2091 | F    6.16 | t=43s
  Ep  560 | R    16.1 | Avg100   -24.2 | Eps 0.010 | Loss 0.2088 | F    6.27 | t=45s
  Ep  570 | R    19.8 | Avg100   -15.0 | Eps 0.010 | Loss 0.2271 | F    4.45 | t=46s
  Ep  580 | R   -44.8 | Avg100    -8.0 | Eps 0.010 | Loss 0.2199 | F    4.48 | t=48s
  Ep  590 | R   -18.9 | Avg100    -8.2 | Eps 0.010 | Loss 0.2032 | F    3.69 | t=49s
  Ep  600 | R   -73.9 | Avg100    -5.0 | Eps 0.010 | Loss 0.2160 | F    4.34 | t=51s
  Ep  610 | R   195.7 | Avg100     9.2 | Eps 0.010 | Loss 0.2577 | F    5.77 | t=52s
  Ep  620 | R   -16.3 | Avg100    16.1 | Eps 0.010 | Loss 0.2227 | F    5.73 | t=53s
  Ep  630 | R   -11.0 | Avg100    27.3 | Eps 0.010 | Loss 0.2187 | F    4.82 | t=54s
  Ep  640 | R   -35.1 | Avg100    31.5 | Eps 0.010 | Loss 0.2659 | F    4.55 | t=56s
  Ep  650 | R    12.6 | Avg100    39.8 | Eps 0.010 | Loss 0.2893 | F    4.80 | t=57s
  Ep  660 | R    35.6 | Avg100    46.7 | Eps 0.010 | Loss 0.2282 | F    6.76 | t=58s
  Ep  670 | R    16.1 | Avg100    42.3 | Eps 0.010 | Loss 0.2295 | F    4.71 | t=60s
  Ep  680 | R    -9.7 | Avg100    41.9 | Eps 0.010 | Loss 0.2647 | F    4.57 | t=62s
  Ep  690 | R   173.6 | Avg100    45.4 | Eps 0.010 | Loss 0.1927 | F    4.76 | t=63s
  Ep  700 | R    -4.7 | Avg100    41.4 | Eps 0.010 | Loss 0.1998 | F    4.16 | t=65s
  Ep  710 | R    29.5 | Avg100    31.2 | Eps 0.010 | Loss 0.1870 | F    4.69 | t=66s
  Ep  720 | R    16.5 | Avg100    32.5 | Eps 0.010 | Loss 0.1658 | F    4.84 | t=68s
  Ep  730 | R   -18.9 | Avg100    25.7 | Eps 0.010 | Loss 0.1274 | F    4.27 | t=70s
  Ep  740 | R    20.3 | Avg100    24.5 | Eps 0.010 | Loss 0.1251 | F    4.27 | t=71s
  Ep  750 | R     4.2 | Avg100    17.4 | Eps 0.010 | Loss 0.1472 | F    4.69 | t=73s
  Ep  760 | R    22.2 | Avg100    12.9 | Eps 0.010 | Loss 0.1039 | F    4.02 | t=74s
  Ep  770 | R   -12.0 | Avg100    10.5 | Eps 0.010 | Loss 0.0915 | F    4.56 | t=76s
  Ep  780 | R    -2.3 | Avg100     9.8 | Eps 0.010 | Loss 0.0986 | F    4.99 | t=78s
  Ep  790 | R    15.7 | Avg100     9.6 | Eps 0.010 | Loss 0.1047 | F    5.87 | t=79s
  Ep  800 | R   -23.8 | Avg100    14.2 | Eps 0.010 | Loss 0.0840 | F    3.69 | t=81s
  Ep  810 | R    28.7 | Avg100    16.8 | Eps 0.010 | Loss 0.1079 | F    6.03 | t=82s
  Ep  820 | R    26.1 | Avg100    24.9 | Eps 0.010 | Loss 0.0900 | F    4.82 | t=84s
  Ep  830 | R   229.9 | Avg100    38.6 | Eps 0.010 | Loss 0.0898 | F    3.92 | t=85s
  Ep  840 | R   145.6 | Avg100    52.3 | Eps 0.010 | Loss 0.1212 | F    4.03 | t=86s
  Ep  850 | R   155.2 | Avg100    68.7 | Eps 0.010 | Loss 0.1880 | F    3.78 | t=88s
  Ep  860 | R   235.4 | Avg100    85.3 | Eps 0.010 | Loss 0.1783 | F    3.96 | t=89s
  Ep  870 | R   179.9 | Avg100   104.8 | Eps 0.010 | Loss 0.1826 | F    3.70 | t=90s
  Ep  880 | R   249.9 | Avg100   123.1 | Eps 0.010 | Loss 0.1469 | F    3.57 | t=91s
  Ep  890 | R   228.0 | Avg100   144.1 | Eps 0.010 | Loss 0.2278 | F    3.88 | t=92s
  Ep  900 | R   208.9 | Avg100   162.7 | Eps 0.010 | Loss 0.1800 | F    3.70 | t=93s
  Ep  910 | R   230.8 | Avg100   178.0 | Eps 0.010 | Loss 0.2544 | F    4.11 | t=94s
  Ep  920 | R   217.8 | Avg100   190.0 | Eps 0.010 | Loss 0.2114 | F    3.95 | t=94s
  Ep  930 | R   283.3 | Avg100   194.6 | Eps 0.010 | Loss 0.2455 | F    3.55 | t=95s
  Ep  940 | R   221.6 | Avg100   205.0 | Eps 0.010 | Loss 0.2842 | F    3.42 | t=96s
  Ep  950 | R   244.0 | Avg100   211.4 | Eps 0.010 | Loss 0.3264 | F    3.86 | t=97s
  Ep  960 | R   243.9 | Avg100   217.5 | Eps 0.010 | Loss 0.2436 | F    5.45 | t=98s
  Ep  970 | R   226.6 | Avg100   220.8 | Eps 0.010 | Loss 0.3195 | F    4.47 | t=98s
  Ep  980 | R   242.7 | Avg100   223.9 | Eps 0.010 | Loss 0.4014 | F    5.88 | t=99s
  Ep  990 | R   223.0 | Avg100   223.8 | Eps 0.010 | Loss 0.4443 | F    3.56 | t=100s
  Ep 1000 | R   224.0 | Avg100   225.5 | Eps 0.010 | Loss 0.3279 | F    3.84 | t=100s

  Done. Log saved to logs/double_shaping_seed0.csv
  Best 100-ep avg: 226.0

[5/9] RUN  double_shaping seed=1

=== Run: double_shaping_seed1 ===
  Double DQN:         True
  Prioritized Replay: False
  ICM (curiosity):    False
  Reward shaping:     True

  Device: cpu
  Ep   10 | R  -190.7 | Avg100  -215.6 | Eps 0.980 | Loss 1.5340 | F    1.81 | t=0s
  Ep   20 | R   -99.4 | Avg100  -173.4 | Eps 0.960 | Loss 1.4727 | F    1.76 | t=0s
  Ep   30 | R  -103.3 | Avg100  -147.7 | Eps 0.941 | Loss 1.1475 | F    2.96 | t=0s
  Ep   40 | R  -224.9 | Avg100  -142.6 | Eps 0.921 | Loss 1.8212 | F    2.98 | t=1s
  Ep   50 | R  -170.9 | Avg100  -137.8 | Eps 0.901 | Loss 1.4701 | F    2.67 | t=1s
  Ep   60 | R  -194.4 | Avg100  -138.3 | Eps 0.881 | Loss 1.4677 | F    2.67 | t=1s
  Ep   70 | R   -14.9 | Avg100  -132.7 | Eps 0.861 | Loss 1.3841 | F    3.30 | t=1s
  Ep   80 | R   -91.9 | Avg100  -127.9 | Eps 0.842 | Loss 1.3171 | F    2.63 | t=1s
  Ep   90 | R  -152.3 | Avg100  -131.1 | Eps 0.822 | Loss 1.4379 | F    3.06 | t=1s
  Ep  100 | R  -117.2 | Avg100  -127.7 | Eps 0.802 | Loss 1.4583 | F    2.43 | t=1s
  Ep  110 | R   -85.2 | Avg100  -120.5 | Eps 0.782 | Loss 1.5476 | F    2.29 | t=2s
  Ep  120 | R    16.0 | Avg100  -121.0 | Eps 0.762 | Loss 1.5669 | F    3.73 | t=2s
  Ep  130 | R   -87.4 | Avg100  -124.9 | Eps 0.743 | Loss 1.3808 | F    3.17 | t=2s
  Ep  140 | R   -84.8 | Avg100  -121.7 | Eps 0.723 | Loss 1.0454 | F    2.23 | t=2s
  Ep  150 | R   -92.2 | Avg100  -121.6 | Eps 0.703 | Loss 1.5646 | F    2.56 | t=2s
  Ep  160 | R   -77.1 | Avg100  -119.1 | Eps 0.683 | Loss 1.2886 | F    3.53 | t=3s
  Ep  170 | R   -92.9 | Avg100  -117.9 | Eps 0.663 | Loss 1.4493 | F    2.68 | t=3s
  Ep  180 | R   -15.9 | Avg100  -119.9 | Eps 0.644 | Loss 1.4668 | F    4.23 | t=3s
  Ep  190 | R   -57.1 | Avg100  -114.5 | Eps 0.624 | Loss 1.7507 | F    2.86 | t=3s
  Ep  200 | R  -237.7 | Avg100  -112.5 | Eps 0.604 | Loss 1.3628 | F    2.79 | t=4s
  Ep  210 | R   -64.4 | Avg100  -104.2 | Eps 0.584 | Loss 1.0235 | F    2.99 | t=4s
  Ep  220 | R   -92.2 | Avg100   -94.7 | Eps 0.564 | Loss 1.2379 | F    4.56 | t=4s
  Ep  230 | R   -63.7 | Avg100   -85.3 | Eps 0.545 | Loss 1.5060 | F    4.78 | t=5s
  Ep  240 | R   -80.1 | Avg100   -79.6 | Eps 0.525 | Loss 1.3931 | F    4.69 | t=5s
  Ep  250 | R   -74.6 | Avg100   -78.1 | Eps 0.505 | Loss 1.6758 | F    2.84 | t=5s
  Ep  260 | R   -33.6 | Avg100   -66.2 | Eps 0.485 | Loss 1.4984 | F    3.55 | t=5s
  Ep  270 | R    83.3 | Avg100   -57.5 | Eps 0.465 | Loss 1.4027 | F    1.40 | t=6s
  Ep  280 | R    57.2 | Avg100   -46.8 | Eps 0.446 | Loss 1.3523 | F    4.13 | t=7s
  Ep  290 | R  -240.1 | Avg100   -38.6 | Eps 0.426 | Loss 1.6162 | F    6.32 | t=8s
  Ep  300 | R   -55.1 | Avg100   -32.2 | Eps 0.406 | Loss 1.2979 | F    6.74 | t=9s
  Ep  310 | R   -39.5 | Avg100   -29.8 | Eps 0.386 | Loss 1.1870 | F    3.83 | t=10s
  Ep  320 | R    -8.5 | Avg100   -25.5 | Eps 0.366 | Loss 1.2386 | F    4.05 | t=11s
  Ep  330 | R   -46.7 | Avg100   -25.2 | Eps 0.347 | Loss 1.2568 | F    4.42 | t=12s
  Ep  340 | R    73.6 | Avg100   -20.8 | Eps 0.327 | Loss 1.2131 | F    4.62 | t=14s
  Ep  350 | R   -57.2 | Avg100    -9.8 | Eps 0.307 | Loss 1.0757 | F   14.30 | t=15s
  Ep  360 | R   -41.9 | Avg100   -12.7 | Eps 0.287 | Loss 1.1274 | F    8.36 | t=17s
  Ep  370 | R   -93.8 | Avg100   -15.9 | Eps 0.267 | Loss 0.8001 | F    4.68 | t=18s
  Ep  380 | R   -49.0 | Avg100    -8.9 | Eps 0.248 | Loss 0.7988 | F    9.09 | t=19s
  Ep  390 | R   -96.6 | Avg100    -9.7 | Eps 0.228 | Loss 0.7201 | F    9.20 | t=21s
  Ep  400 | R   -33.7 | Avg100    -5.6 | Eps 0.208 | Loss 0.6887 | F    5.85 | t=22s
  Ep  410 | R   -47.3 | Avg100     4.1 | Eps 0.188 | Loss 0.6021 | F   10.07 | t=23s
  Ep  420 | R    -2.7 | Avg100    10.3 | Eps 0.168 | Loss 0.5503 | F    9.39 | t=25s
  Ep  430 | R   124.6 | Avg100    18.8 | Eps 0.149 | Loss 0.4795 | F    4.28 | t=26s
  Ep  440 | R   -54.9 | Avg100    31.4 | Eps 0.129 | Loss 0.4791 | F    6.61 | t=28s
  Ep  450 | R   242.8 | Avg100    47.8 | Eps 0.109 | Loss 0.4280 | F    4.27 | t=29s
  Ep  460 | R   -71.0 | Avg100    63.9 | Eps 0.089 | Loss 0.4618 | F    6.81 | t=30s
  Ep  470 | R   214.2 | Avg100    78.5 | Eps 0.069 | Loss 0.4380 | F    3.18 | t=31s
  Ep  480 | R   203.1 | Avg100    86.7 | Eps 0.050 | Loss 0.4030 | F    4.31 | t=31s
  Ep  490 | R   178.7 | Avg100   103.3 | Eps 0.030 | Loss 0.4387 | F    5.63 | t=33s
  Ep  500 | R   269.9 | Avg100   115.5 | Eps 0.010 | Loss 0.4601 | F    3.96 | t=34s
  Ep  510 | R   178.9 | Avg100   122.5 | Eps 0.010 | Loss 0.4375 | F    4.62 | t=35s
  Ep  520 | R   147.1 | Avg100   133.0 | Eps 0.010 | Loss 0.3663 | F    4.22 | t=36s
  Ep  530 | R   225.3 | Avg100   144.8 | Eps 0.010 | Loss 0.3806 | F    4.43 | t=37s
  Ep  540 | R    13.3 | Avg100   145.2 | Eps 0.010 | Loss 0.3993 | F    7.63 | t=38s
  Ep  550 | R   259.3 | Avg100   145.0 | Eps 0.010 | Loss 0.4074 | F    3.26 | t=39s
  Ep  560 | R   194.5 | Avg100   149.4 | Eps 0.010 | Loss 0.4307 | F    3.98 | t=40s
  Ep  570 | R   243.9 | Avg100   156.1 | Eps 0.010 | Loss 0.3691 | F    4.38 | t=41s
