episode,reward,moving_avg_100,epsilon,loss,steps,intrinsic_sum,shaping_sum,icm_loss
1,-93.01729772267262,-93.01729772267262,0.99802,0.7901256084442139,66,1.34363835118711,2.21978481804273,1.113520860671997
2,-292.2146596830485,-192.61597870286056,0.99604,2.137665905058384,97,0.6214884114451706,1.9521685760109806,1.1034624228874843
3,-102.37946263466701,-162.5371400134627,0.99406,2.4260981529951096,62,0.13686923019122332,2.341209535102665,1.0933020412921906
4,-241.84279721492462,-182.3635543138282,0.9920800000000001,2.369409959231104,111,0.5794170829467475,2.241523563349495,1.099590275968824
5,-87.02725792569355,-163.29629503620126,0.9901000000000001,2.109978437423706,81,0.09061277637374587,3.0445511185476626,1.100639182329178
6,-85.00361606209486,-150.2475152071835,0.9881200000000001,2.0943095821600695,105,0.1286257231113268,2.9302359984049744,1.0990721445817213
7,-218.76873280030048,-160.0362605776288,0.9861400000000001,2.00227442935661,106,0.12536034325603396,2.5996113339778053,1.0962922705544367
8,-335.7029872472132,-181.99460141132687,0.9841600000000001,1.7516162152643557,110,0.43151458693319,1.3087359175935596,1.0950765742195978
9,-191.0905001767789,-183.00525682971045,0.9821800000000002,2.229974050270884,75,0.19046356063336134,1.865308759395156,1.095392722832529
10,-152.5115381692163,-179.95588496366102,0.9802000000000002,2.4055856610789443,133,0.20713650989637244,3.224177042810378,1.0964142120245732
11,-207.4312623185185,-182.45364654137532,0.9782200000000002,2.0514781720498028,69,0.3797358667070512,1.760830804697787,1.0845056211247164
12,-180.22359744718426,-182.2678091168594,0.9762400000000002,1.7117379158735275,80,0.27458852920972276,1.970445990943048,1.1025651276111603
13,-157.8154275457484,-180.38685668831238,0.9742600000000002,1.925962507724762,78,0.3348513193195686,1.8450774485596173,1.0837636947631837
14,-74.6614778353354,-172.83504391309975,0.9722800000000003,2.5242887923592017,76,0.08114121099060867,2.733046312139294,1.0878686716682033
15,-301.4597648495184,-181.41002530886098,0.9703000000000003,2.0070650295207373,78,0.4260716100689024,0.9949128951588317,1.0780011666448492
16,-167.47143265224224,-180.53886326782234,0.9683200000000003,2.9102144474568576,91,0.2826436992327217,2.579124969912038,1.0755338876143745
17,-141.84757404894563,-178.26290507847665,0.9663400000000003,1.5651017427444458,81,0.793743995949626,2.434978421510326,1.057325804233551
18,-247.77340123258617,-182.12459930926053,0.9643600000000003,1.693254166179233,105,2.9052638979046606,2.1630156441226633,1.0326164894633822
19,-74.08517333421524,-176.43831373162655,0.9623800000000003,1.9130614381283522,65,0.4632909199135611,2.744241577105414,1.0066698491573334
20,-217.39262283054845,-178.48602918657267,0.9604000000000004,1.9008758677677675,88,3.412403764494229,1.4169637801191994,0.9317948113788258
21,-139.35190816204403,-176.62249961397606,0.9584200000000004,2.29663624452508,93,0.5422542309242999,2.4653583686966716,0.8889443200567494
22,-167.81748133646545,-176.22227151045283,0.9564400000000004,2.280956953763962,112,0.4328166622435674,2.0092695266391103,0.766589207308633
23,-131.0474649288467,-174.2581494851656,0.9544600000000004,1.7834760718620741,104,5.134028663916979,2.4862173281022795,0.7263821409298823
24,-158.88987604776884,-173.61780475860738,0.9524800000000004,1.5633240233768115,86,2.129042386310175,2.3167431432225913,0.6792949383909052
25,-163.86676560402933,-173.22776319242428,0.9505000000000005,2.1104431584477426,83,18.934486058016773,1.929846337547706,0.6424248903989792
26,-175.96742705079777,-173.33313487928478,0.9485200000000005,2.156904319922129,95,4.198486531502567,2.0102195506377534,0.6362890712916851
27,-90.27447291809722,-170.25688813998156,0.9465400000000005,1.096437017917633,101,1.552473202405963,3.200541830866752,0.6045510327816009
28,-190.92336189956416,-170.99497648853807,0.9445600000000005,1.8186618271081343,91,3.7171530742489267,1.6496821528341439,0.6306522799574811
29,-179.0600442693842,-171.2730822740845,0.9425800000000005,1.7679991898713288,109,3.839415885391645,2.498035926175856,0.5632244767966094
30,-247.34559502350245,-173.80883269906508,0.9406000000000005,1.471926327262606,109,8.553172810119577,2.3374981770029817,0.5286000370979309
31,-161.91752357605293,-173.42524208219373,0.9386200000000006,1.477663516998291,82,2.3963258058647625,1.820933437621824,0.5870103716850281
32,-116.62141953923944,-171.65012262772643,0.9366400000000006,1.2560499172944288,102,5.451287243224215,2.637764003402666,0.5288282036781311
33,-119.26643523113088,-170.06273816116294,0.9346600000000006,1.652786128796064,105,5.706634605463478,2.8332666149663472,0.5157821774482727
34,-379.088185171564,-176.21054542617475,0.9326800000000006,1.4740394453207653,83,7.8720107404951705,0.46186433382095093,0.49032774283772423
35,-121.07307562651094,-174.63518914618436,0.9307000000000006,0.9827843191831008,93,6.494850570583367,2.4876570403060136,0.5003566353217416
36,-89.56681084859824,-172.27217863791805,0.9287200000000007,1.963772276514455,76,1.0847303540213034,2.3082617545870345,0.49969650099152013
37,-136.12042063733827,-171.29510409736184,0.9267400000000007,1.381183355053266,121,1.3937682376708835,2.9728147061919357,0.5950815290212631
38,-375.73786993749246,-176.67517688262845,0.9247600000000007,1.103691462278366,100,1.313385397021193,1.3799317658170607,0.5880132973194122
39,-245.38795074359257,-178.43704287906343,0.9227800000000007,1.593499902416678,67,4.879216809233185,1.1362219727196614,0.610383936587502
40,-149.51366238678415,-177.71395836675643,0.9208000000000007,1.1139407714207967,61,3.444352080929093,1.5226570898465195,0.5822397410869599
41,-144.43639379701568,-176.90231045042128,0.9188200000000007,1.2301097090902,115,2.1385294484207407,2.188718984110463,0.6357342467225832
42,-202.15404170733063,-177.50354214701434,0.9168400000000008,1.1799008542740788,110,0.8683256171061657,2.0090499584965134,0.6541171195330443
43,-147.67008192649223,-176.8097407465371,0.9148600000000008,1.2718831963009305,72,1.870700738625601,1.926368347096906,0.6065652536021339
44,-87.97490268858073,-174.79076715431083,0.9128800000000008,1.0258804429322481,63,3.609529082707013,2.1660241209543276,0.5886014942079782
45,-179.46693744140185,-174.8946820495795,0.9109000000000008,1.4774137805489933,68,1.4185730333265383,1.9285543736993418,0.5747007289353538
46,-55.62784075172884,-172.301924630061,0.9089200000000008,1.3222472762895956,142,0.9015529208845692,3.913161531397958,0.6199160723222626
47,-186.09409479875447,-172.59537505918215,0.9069400000000009,1.3160030665221039,110,5.4938583146140445,2.4632618947461635,0.5629731118679047
48,-113.79431846504266,-171.37035304680424,0.9049600000000009,1.5653890933502803,88,4.927787046937738,2.5503781953472036,0.5867212563753128
49,-212.09217507537682,-172.2014106392241,0.9029800000000009,1.4944428224717416,124,4.854504997259937,2.7866557163410257,0.6014469410142591
50,-38.84366004444576,-169.53425562732852,0.9010000000000009,1.2468838972203873,66,2.645003364319564,2.0707403405144467,0.6074378245017108
51,-254.5994688684811,-171.20220098499817,0.8990200000000009,1.006997592392422,85,2.5781426055327756,1.4828965713593933,0.5553096830844879
52,-94.40334658298525,-169.72529993880562,0.897040000000001,1.3774915408147008,76,4.444990843476262,2.470169331115648,0.6037437602093345
53,-116.49200726500192,-168.72089819024328,0.895060000000001,1.6985344849526882,95,1.1220684473664733,2.4903589008405933,0.629469191034635
54,-76.04835600135526,-167.00474000156015,0.893080000000001,1.5578751834109426,66,1.1063936620485038,2.8892754767366933,0.5680778659880161
55,-145.2628896542099,-166.60943363160834,0.891100000000001,1.6532120881602168,63,0.8339979999000207,1.9956932639850509,0.5881151780486107
56,-50.58278641945038,-164.53752921710552,0.889120000000001,1.5488679785477488,76,1.1967509288806468,2.6907063620386533,0.5789388292714169
57,-197.87385843837197,-165.12237709818038,0.887140000000001,1.1714252987328697,69,0.6804514468531124,1.9079172901342707,0.5570718453210943
58,-367.15541239175184,-168.60570529289714,0.8851600000000011,1.3011061884462833,143,3.6405969644983998,1.7681370767357272,0.5292818521459898
59,-31.202215392887553,-166.27683258272748,0.8831800000000011,1.5309703797101974,103,2.769402090299991,3.0238457929389333,0.5732804857767545
60,-456.4822913702104,-171.11359022918552,0.8812000000000011,1.318099158731374,89,2.8682482555159368,0.13882572191383158,0.526096681302244
61,-82.25890883389137,-169.6569561079512,0.8792200000000011,1.8636115503311157,99,0.7934513375803363,2.30509792964109,0.5084214353561402
62,-47.731180843195986,-167.69041134561647,0.8772400000000011,1.726101047717608,105,5.537481037375983,2.4562167714047405,0.5396630867169454
63,-148.7257765893046,-167.38938539710358,0.8752600000000011,1.2968480108926694,98,1.3021773962682346,2.5845981921071957,0.5487608537077904
64,-125.81410285674932,-166.73977160741055,0.8732800000000012,1.6868913854871477,111,1.6518870038562454,2.6223834551476717,0.523672987307821
65,-115.88607963125455,-165.9574071154697,0.8713000000000012,1.4525137018589747,82,1.6161759778042324,2.4878843664972305,0.48162921695482164
66,-272.4214446728539,-167.5704985936119,0.8693200000000012,1.549440981199344,97,0.44639533100416884,1.4601581010583276,0.4493369373182456
67,-174.26527885071204,-167.67042068700144,0.8673400000000012,1.3062469862077548,92,0.6472941566389636,2.1457111739241848,0.4566130132778831
68,-124.039441053714,-167.0287886335707,0.8653600000000012,1.3903011370982443,113,1.2113444164569955,3.0036006686625374,0.4440683786358152
69,-142.93303969553614,-166.67957488084556,0.8633800000000013,1.7267330666383107,120,0.14750541682587937,2.2952681726323,0.506218961874644
70,-98.07614561156855,-165.69952589128448,0.8614000000000013,1.4477258738130332,161,4.904844030563254,4.139591746023118,0.48068410977721215
71,-168.24120077025825,-165.7353241290165,0.8594200000000013,1.2615162898835384,152,5.401656530390028,2.386460492178417,0.42238933161685344
72,-174.42502086328886,-165.85601436143693,0.8574400000000013,1.9512620795714228,73,4.595056864898652,1.8557790242950407,0.44459654469239085
73,-211.3954224929281,-166.4798418700875,0.8554600000000013,1.574744497026716,141,3.6034227081690915,3.094349672297255,0.43936222110475814
74,-124.3365085708915,-165.9103373660443,0.8534800000000013,1.6185072716967812,115,2.653382730219164,2.7638248954695417,0.43047215301415015
75,-106.35658020270252,-165.1162872705331,0.8515000000000014,1.9031400203704834,81,3.598985156218987,2.4202946768859652,0.462429578602314
76,-122.07994726581506,-164.55001963889205,0.8495200000000014,1.588163709267974,127,1.3620043024711777,2.8390338426875825,0.4687429526820779
77,-244.95652863313111,-165.59426001544063,0.8475400000000014,1.2297354952285164,76,2.7389308012498077,1.426213572043046,0.3789722448901126
78,-173.67992699250263,-165.69792241258244,0.8455600000000014,1.6931164813312618,90,9.324794480198761,2.0045496730690386,0.47572057761929254
79,-154.26895473958746,-165.55325193570908,0.8435800000000014,1.6740852021254027,104,4.551549081137637,2.266992933807858,0.4363502183785805
80,-55.36229443371214,-164.17586496693414,0.8416000000000015,1.659238805770874,99,5.133076665573753,2.6367954139429184,0.41002139925956727
81,-245.34802681824115,-165.17799042188855,0.8396200000000015,1.5361252856073957,132,7.508087932190392,2.435761577807058,0.40852705005443457
82,-119.43407919310802,-164.62013784592781,0.8376400000000015,1.221072327006947,88,6.797953400120605,2.2226915907456997,0.35731903463602066
83,-298.6928451927332,-166.2354716693833,0.8356600000000015,1.695670336484909,149,11.121120360694476,2.225257469213876,0.41135991143213735
84,-83.69324365572417,-165.2528260977921,0.8336800000000015,1.1277905716782524,83,1.7390399652940687,2.5228691384732667,0.35500983397165936
85,-81.42595461775811,-164.2666276097917,0.8317000000000015,1.591103587419756,126,5.459930403740145,2.386931312392839,0.33468450653937554
86,-198.70811092485465,-164.66710997392033,0.8297200000000016,1.2730432933285123,83,5.573999131011078,1.7529836536913983,0.3727616979962304
87,-46.17047366968685,-163.30507967157283,0.8277400000000016,1.6051018776541406,89,7.216121947334614,2.147791593527228,0.3738034631718289
88,-165.53790345878065,-163.33045266915474,0.8257600000000016,1.1524495204558243,146,15.224993792420719,2.912645050706155,0.33056219002685033
89,-190.6074591391921,-163.6369358879192,0.8237800000000016,1.117114692374512,107,5.62258502637269,2.53501752134357,0.37057598763042027
90,-77.8466035266721,-162.68370997279422,0.8218000000000016,1.7522718345417696,70,1.9113131189660635,2.589340503585647,0.3984612103770761
91,-280.9392262941236,-163.9832211411605,0.8198200000000017,1.6460103155286223,108,6.185041505115805,1.3266214020491676,0.3476921877375356
92,-39.36464786303267,-162.62867143161563,0.8178400000000017,1.5195481758087108,156,8.647565385428607,3.1095862023824696,0.3221041636589246
93,-203.56296164891899,-163.06882508986618,0.8158600000000017,1.6023519106886603,132,7.6504771849140525,2.796736919505265,0.3216601470203111
94,-60.206802811727854,-161.97454825712003,0.8138800000000017,1.3306513177721124,75,14.147253435425228,2.5134255436229185,0.3374815622442647
95,-48.65311534867354,-160.7816910686101,0.8119000000000017,1.3480999330679575,181,34.229095186747145,4.091205775747914,0.27464160687393613
96,-114.7126854176161,-160.3018055930789,0.8099200000000017,1.6782678576076733,68,7.683602403034456,2.0708127237360423,0.3730243050000247
97,-102.02190484032683,-159.70098187397838,0.8079400000000018,1.6746704483032226,100,7.347002700669691,2.6945291854470907,0.32523080706596375
98,-164.3018899255649,-159.7479299153211,0.8059600000000018,1.2806392130441964,128,8.584224186313804,2.6010735935905087,0.3005522955209017
99,-345.2382796406745,-161.62156981153677,0.8039800000000018,1.3676052326957384,119,2.1395720845321193,2.5166613722953493,0.2765259986122449
100,-62.446002777941935,-160.62981414120085,0.8020000000000018,1.016730318015272,90,3.914755373960361,2.188972423006793,0.2535854828628627
101,-78.69456922572853,-160.4865868562314,0.8000200000000018,1.5564750345616505,113,3.237858292530291,3.2324505569187916,0.33541726243907005
102,-98.97973461131143,-158.55423760551403,0.7980400000000019,1.3825268149375916,87,6.895711814169772,2.4503906648493943,0.2856702840044385
103,-179.79940316292675,-159.32843701079662,0.7960600000000019,1.4639028392054818,88,6.185203036817256,1.8675290658536865,0.2878684719855135
104,-104.02270054200966,-157.95023604406745,0.7940800000000019,1.251286643522757,108,8.205912915233057,2.5459986836841666,0.24756703829323803
105,-212.40596992042882,-159.20402316401479,0.7921000000000019,1.221516461207949,114,11.863467144779861,2.5362744611162347,0.22689912827878161
106,57.27838634361041,-157.78120313995774,0.7901200000000019,1.5247686616778373,1000,224.40020185770118,7.461920014899551,0.28831591761112213
107,-185.66220234032207,-157.45013783535796,0.788140000000002,1.4803478886251864,94,10.334154315438354,2.3231771629273252,0.30446339754954627
108,-156.52607055666715,-155.6583686684525,0.786160000000002,1.29203692397901,110,7.568972419627244,2.343464557295589,0.2734545405421938
109,-146.6483219322837,-155.21394688600756,0.784180000000002,1.5103856722513835,86,6.998395406350028,2.0623363154690497,0.26590247736090705
110,-36.01906774257017,-154.04902218174112,0.782200000000002,1.5676497781977934,133,10.592775756784249,2.9351147654865724,0.27247456987114516
111,-180.1113184790409,-153.77582274334634,0.780220000000002,1.296899402141571,141,10.669295121915638,3.17029522005323,0.3066901149494307
