episode,reward,moving_avg_100,epsilon,loss,steps
1,-316.98562014740423,-316.98562014740423,0.99802,0.7934323503420904,113
2,-84.55614653997803,-200.77088334369114,0.99604,1.9292961415790377,85
3,-437.75416888268774,-279.76531185669,0.99406,2.727397456765175,158
4,-108.92118526171022,-237.05428020794506,0.9920800000000001,3.3856065840948197,85
5,-68.99325636534358,-203.44207543942474,0.9901000000000001,3.306290242407057,73
6,-135.3190572283042,-192.08823907090468,0.9881200000000001,3.1787933769978975,152
7,-123.86571381088376,-182.34216403375882,0.9861400000000001,3.0454154224956738,66
8,-187.98236090777488,-183.04718864301083,0.9841600000000001,2.9921723471747503,109
9,-424.71730052711087,-209.8994232967997,0.9821800000000002,2.679783018430074,122
10,-234.8478173263016,-212.39426269974993,0.9802000000000002,3.083036976702073,66
11,-298.66491223677565,-220.23704902129774,0.9782200000000002,2.788627256665911,139
12,-356.22752825080136,-231.56958895708968,0.9762400000000002,2.8671529822879367,74
13,-281.90869988915813,-235.44182825955647,0.9742600000000002,2.72428290049235,130
14,-119.49558135979888,-227.15995348100236,0.9722800000000003,2.500500281651815,84
15,-89.5084471628544,-217.98318639312583,0.9703000000000003,2.7011112485613142,58
16,-371.4326413998557,-227.57377733104644,0.9683200000000003,2.9684266999915794,107
17,-127.65894423974407,-221.69643420802865,0.9663400000000003,2.815411266826448,83
18,-272.2478519069848,-224.5048463024151,0.9643600000000003,3.0958698943809226,110
19,-166.4504600317449,-221.4493522881693,0.9623800000000003,2.7845447782812447,117
20,-310.23044783197946,-225.8884070653598,0.9604000000000004,2.776742588071262,135
21,-96.35354025897942,-219.72008007457978,0.9584200000000004,2.867745308081309,121
22,-109.77809756624994,-214.72271723329206,0.9564400000000004,2.795385135544671,71
23,-382.735200476433,-222.02760780908082,0.9544600000000004,2.84313457707564,94
24,-25.664820035741414,-213.84582498519163,0.9524800000000004,2.775140419602394,96
25,-127.96413954525929,-210.41055756759434,0.9505000000000005,2.746269043754129,70
26,-93.15346969338461,-205.90066957243243,0.9485200000000005,2.449557900428772,88
27,-180.99954301023377,-204.97840562568433,0.9465400000000005,2.921525412135654,71
28,-128.02236628828,-202.22997564934846,0.9445600000000005,2.7490270191972908,87
29,-69.43591174061586,-197.65086999732318,0.9425800000000005,3.1035447972161427,86
30,-150.2612726312732,-196.07121675178817,0.9406000000000005,2.448192699389024,88
31,-129.15677953326315,-193.91268651893253,0.9386200000000006,2.754072804200022,77
32,-216.88758670003273,-194.63065214959198,0.9366400000000006,2.8797397017478943,86
33,-144.1051396480084,-193.09957601318038,0.9346600000000006,2.6583547901224205,108
34,-85.71714753053037,-189.94126929310244,0.9326800000000006,2.832107895299008,77
35,20.264286423720662,-183.93539627262177,0.9307000000000006,2.657006176618429,103
36,-83.25135264177204,-181.13861728287597,0.9287200000000007,2.859710621833801,82
37,-139.56000861278437,-180.01487110260322,0.9267400000000007,2.977983271634137,105
38,-93.18672477852704,-177.72991988354858,0.9247600000000007,2.7149971187114716,82
39,-376.3614825407775,-182.82303687475957,0.9227800000000007,2.5367021131515504,98
40,-229.69320070333845,-183.994790970474,0.9208000000000007,3.050838428514975,111
41,-154.41387088077101,-183.27330511462762,0.9188200000000007,2.5349892418960045,116
42,-103.67861273433665,-181.37819339128734,0.9168400000000008,2.868686556816101,92
43,-393.75809604318385,-186.31726089481984,0.9148600000000008,2.9422748296157173,91
44,-52.34393172929095,-183.2724125046942,0.9128800000000008,2.8183542050813375,76
45,-98.54436754514487,-181.38956706114865,0.9109000000000008,2.5355936118534634,85
46,-167.12531886162384,-181.0794747089851,0.9089200000000008,2.764104187488556,96
47,-145.85682296948602,-180.3300565868681,0.9069400000000009,2.7829793132841587,127
48,-84.04283890965235,-178.32407288525937,0.9049600000000009,2.631839483976364,94
49,-85.3657199996727,-176.42696364269636,0.9029800000000009,2.7237885803789705,151
50,26.412437749838816,-172.37017561484564,0.9010000000000009,3.005111547311147,117
51,-134.2324388171252,-171.62237685410605,0.8990200000000009,2.3926153447892933,111
52,-187.26139811270468,-171.92312726292525,0.897040000000001,2.6567197617362526,68
53,-94.35951954850746,-170.45966296642678,0.895060000000001,2.6586676951377624,121
54,-53.396179284230556,-168.29182067601576,0.893080000000001,2.8424948767611853,76
55,-77.88239854574856,-166.64801300092,0.891100000000001,2.5131261266511062,118
56,-68.21511481238637,-164.89028267612477,0.889120000000001,2.5433210242878306,132
57,-102.90910221268918,-163.8028935451873,0.887140000000001,2.8042804190987036,76
58,-165.9977089344695,-163.8407351898301,0.8851600000000011,2.7345142084009506,68
59,-115.25625585592138,-163.01726943840794,0.8831800000000011,2.436090111732483,97
