episode,reward,moving_avg_100,epsilon,loss,steps
1,-97.85518547769628,-97.85518547769628,0.99802,0.830234706401825,66
2,-105.29948146093449,-101.57733346931539,0.99604,2.212598219513893,97
3,-72.6828682261525,-91.94584505492776,0.99406,2.549591053099859,84
4,-183.39845309223676,-114.80899706425501,0.9920800000000001,3.3585881120280217,73
5,-359.75037837188006,-163.79727332578003,0.9901000000000001,3.673616699550463,92
6,-98.7010964984365,-152.94791052122278,0.9881200000000001,3.809475819269816,86
7,-150.65062863721585,-152.61972739493606,0.9861400000000001,3.3279001990954082,121
8,-89.32020090498222,-144.70728658369183,0.9841600000000001,3.289432753835406,140
9,-290.50892121963875,-160.90746820990816,0.9821800000000002,3.1487900242209435,63
10,-121.16509379279938,-156.93323076819726,0.9802000000000002,3.3792717981338503,101
11,-10.605388366142165,-143.63069964073773,0.9782200000000002,3.148689004507932,85
12,-346.059224219372,-160.4997433556239,0.9762400000000002,3.36528000831604,102
13,-336.1642919060516,-174.01240093642602,0.9742600000000002,3.5166132657424263,91
14,-357.7830328796208,-187.13887464665422,0.9722800000000003,3.369095833862529,135
15,-275.73425908437423,-193.0452336091689,0.9703000000000003,3.54294161995252,97
16,-417.4501707321237,-207.07054217935357,0.9683200000000003,3.763137479623159,96
17,-84.84903449606126,-199.8810417273952,0.9663400000000003,3.08991010983785,86
18,-155.4910843186227,-197.4149329824634,0.9643600000000003,3.3287735609781173,84
19,-69.76636725019405,-190.6965874176071,0.9623800000000003,3.8074149820539684,71
20,-141.77247392724598,-188.25038174308906,0.9604000000000004,3.3599244418897127,74
21,-235.83509318112064,-190.51632038299533,0.9584200000000004,3.4725129556655885,101
22,-207.02428940326848,-191.26668261118957,0.9564400000000004,3.3939623733361564,95
23,-374.69795128860017,-199.24195516238132,0.9544600000000004,3.3046928455955102,79
24,-192.1941029767767,-198.9482946546478,0.9524800000000004,3.1845776153647383,89
25,-118.5830607234095,-195.73368529739827,0.9505000000000005,3.3617799505591393,67
26,-133.3806236687963,-193.3354906193751,0.9485200000000005,3.4068044320396753,90
27,-106.3649255076184,-190.1143585781989,0.9465400000000005,3.1497240640498974,108
28,-278.25251756819335,-193.2621499706987,0.9445600000000005,2.90617080710151,87
29,-200.75182584256737,-193.52041465593555,0.9425800000000005,3.097473148504893,123
30,5.237488726384285,-186.89515120985823,0.9406000000000005,2.95375172495842,77
31,-126.35689919990617,-184.94230437082751,0.9386200000000006,3.586237442493439,82
32,-85.65535038591679,-181.83958705879908,0.9366400000000006,3.1055282137610694,130
33,-62.17703931959261,-178.2134492485201,0.9346600000000006,2.9558842109911367,132
34,-175.12897706545323,-178.1227294784299,0.9326800000000006,2.974019213726646,78
35,-92.5982745264647,-175.67917362265948,0.9307000000000006,3.0767107430626366,66
36,-82.93930987943854,-173.1030662964589,0.9287200000000007,3.0187374639511106,103
37,-111.15874285980186,-171.42889539276547,0.9267400000000007,2.924132749952119,116
38,-97.66232747239299,-169.48766992117672,0.9247600000000007,2.6761762738227843,78
39,-144.13215650255606,-168.83752855146852,0.9227800000000007,3.1464712950918408,72
40,-69.49266462859407,-166.3539069533966,0.9208000000000007,3.0316667407751083,63
41,-221.35826013746555,-167.69547654325194,0.9188200000000007,3.0485835543700626,113
42,-162.39366049425973,-167.56924282779977,0.9168400000000008,2.9162982225418093,81
43,-92.96080112145077,-165.83416278811723,0.9148600000000008,2.726611625580561,82
44,9.400935502982009,-161.85154691786497,0.9128800000000008,3.235528489639019,119
45,-298.29370129629183,-164.88359479294112,0.9109000000000008,3.0640360736846923,97
46,-70.2453297275164,-162.8262412045623,0.9089200000000008,3.3424336751302084,63
47,-238.9796513312166,-164.44652652640602,0.9069400000000009,3.1905803955518284,103
48,-71.81459620368966,-162.5166946446828,0.9049600000000009,3.6053232113520304,58
49,-139.8537958271545,-162.05418650554955,0.9029800000000009,3.0455055236816406,138
50,-255.12886415623788,-163.91568005856334,0.9010000000000009,2.921160726547241,100
51,-43.47637054965507,-161.55412497015337,0.8990200000000009,2.8924880780671773,75
52,-112.35056068146798,-160.60790257998636,0.897040000000001,3.074080100426307,106
53,-88.77289778140428,-159.2525251309565,0.895060000000001,3.0897259649477506,74
54,-141.710735318278,-158.92767717146248,0.893080000000001,3.1431233882904053,100
55,-110.60790108958332,-158.04913578815555,0.891100000000001,3.235793032816478,114
56,-203.63341500292,-158.86314077413348,0.889120000000001,2.9303874373435974,102
57,-73.36457433931861,-157.3631659243999,0.887140000000001,3.2291203583440473,123
58,-40.76963455158496,-155.35293262486863,0.8851600000000011,2.5926185599688827,119
59,-383.07140598801965,-159.21256776661693,0.8831800000000011,3.022267226989453,103
60,-206.94489619893295,-160.0081065738222,0.8812000000000011,3.022350714320228,84
61,-279.0495367294849,-161.95960542883304,0.8792200000000011,2.8120211267471316,100
62,-12.384748828229931,-159.54710774172656,0.8772400000000011,2.8107025370453345,131
63,-153.77364590193736,-159.45546549030135,0.8752600000000011,2.668789998344753,93
64,-59.044859119864064,-157.88654976576322,0.8732800000000012,2.6801453550656635,118
65,-151.82780664641808,-157.7933383331579,0.8713000000000012,2.8948447042041354,111
66,-118.55175866014373,-157.19876894417283,0.8693200000000012,3.052366609756763,102
67,-260.91276726886935,-158.74673906842204,0.8673400000000012,3.0860213947296145,100
68,-96.27644271404117,-157.82805823968116,0.8653600000000012,2.853549525141716,97
69,-97.43662384244425,-156.95282006001105,0.8633800000000013,2.8412147412697473,95
70,-145.96549325049324,-156.7958582484465,0.8614000000000013,2.6038819551467896,113
71,-95.393193722115,-155.93103198751226,0.8594200000000013,3.0058983656076284,103
72,-361.1333605538542,-158.78106432871147,0.8574400000000013,2.9408311247825623,128
73,-65.71547664780579,-157.50619326458946,0.8554600000000013,3.3563361912965775,96
74,-85.70280216612106,-156.5358771686642,0.8534800000000013,2.7809253623408656,123
75,-94.55378333827746,-155.7094492509257,0.8515000000000014,2.8235494863419306,87
76,-129.1958611870075,-155.36058625008468,0.8495200000000014,2.8516370816664263,88
77,-160.0841551286308,-155.42193130045538,0.8475400000000014,2.4603611014106055,88
78,-65.2552390363324,-154.26594806629996,0.8455600000000014,2.5362150289795617,175
79,-62.2159650935461,-153.10075840841702,0.8435800000000014,2.8189137826363244,94
80,-46.19381066904739,-151.76442156167494,0.8416000000000015,2.780745731932776,114
81,-134.20077532419805,-151.54758642294064,0.8396200000000015,2.915474510192871,101
82,-188.61157602530454,-151.99958629614022,0.8376400000000015,2.2973248600959777,80
83,-357.92587215702525,-154.48062588482557,0.8356600000000015,2.923894537346704,112
84,-143.15968172448456,-154.34585274005963,0.8336800000000015,2.4993699391682944,96
85,-206.5067345970691,-154.9595101736715,0.8317000000000015,2.630421363390409,102
86,-283.6362081618098,-156.45575084795217,0.8297200000000016,2.836045868256513,137
87,-155.9018180035768,-156.44938380376394,0.8277400000000016,2.590390620693084,123
88,-176.2937693137153,-156.67488818455885,0.8257600000000016,2.7925021155127165,118
89,-89.59421000514445,-155.9211726993969,0.8237800000000016,2.341533295039473,113
90,-89.474347921456,-155.18287464630868,0.8218000000000016,2.5902395725250242,100
91,-132.7690411659854,-154.93656878388754,0.8198200000000017,2.595659335454305,109
92,-157.25458269571413,-154.96176458727695,0.8178400000000017,2.598654968397958,86
93,-212.42115182831014,-155.57960746083646,0.8158600000000017,2.5081548392772675,136
94,-37.895601092487425,-154.32764994627954,0.8138800000000017,2.5390938142450845,163
95,-55.08696152618421,-153.28301112080484,0.8119000000000017,2.355747757134614,106
96,-311.6991977731168,-154.93317973176644,0.8099200000000017,2.6213636687307647,132
97,-175.40596915483533,-155.14423941654033,0.8079400000000018,2.5203071972903084,71
98,-213.59871970532166,-155.7407137052014,0.8059600000000018,2.5736306953430175,99
99,-176.6678612717546,-155.95209903415648,0.8039800000000018,2.317647601428785,76
100,-78.79043274718703,-155.1804823712868,0.8020000000000018,2.472616903922137,135
101,-137.25495248054375,-155.57448004131527,0.8000200000000018,2.456669960703169,113
102,-160.11835877290875,-156.12266881443497,0.7980400000000019,2.3735149823702297,103
103,23.5140574262616,-155.16069955791082,0.7960600000000019,2.6427992340177298,129
104,-27.221474979541327,-153.59892977678385,0.7940800000000019,2.7864534159501395,96
105,-80.61674268649931,-150.80759341993004,0.7921000000000019,2.205818017323812,97
106,-175.8545526573337,-151.57912798151904,0.7901200000000019,2.5335169761411604,124
107,-15.342912320890719,-150.2260508183558,0.788140000000002,2.3563398264703297,167
108,14.830918067603719,-149.1845396286299,0.786160000000002,2.324123365538461,113
109,-196.97363949709592,-148.24918681140448,0.784180000000002,2.5609890536258093,76
110,-65.46109374823787,-147.6921468109589,0.782200000000002,2.4764778316020966,86
111,-151.34316452934326,-149.09952457259087,0.780220000000002,2.4407055820737567,142
112,-174.99348511846398,-147.38886718158182,0.778240000000002,2.3615645989775658,128
113,-129.21628777518796,-145.31938714027316,0.7762600000000021,2.2794930281177646,124
114,-102.1654014838541,-142.76321082631551,0.7742800000000021,2.4852138190042403,83
115,-131.0835841985985,-141.31670407745776,0.7723000000000021,1.9950247877522518,77
116,-93.14991601570463,-138.07370153029353,0.7703200000000021,2.376036588350932,120
117,-115.2126899079874,-138.37733808441283,0.7683400000000021,2.2840306043624876,77
118,-251.1193964130071,-139.33362120535668,0.7663600000000022,2.0938999238941403,146
119,-250.9212867107882,-141.14517039996264,0.7643800000000022,2.151864863675216,117
120,-69.58824057292699,-140.42332806641943,0.7624000000000022,2.2841898036557575,169
121,-91.57369558368754,-138.98071409044508,0.7604200000000022,2.2755078641991866,78
122,-111.240788471889,-138.0228790811313,0.7584400000000022,2.2555175168173656,138
123,-78.44794416325973,-135.06037900987786,0.7564600000000022,2.236278888426329,153
124,-92.62489935178385,-134.06468697362797,0.7544800000000023,2.2843848683617334,88
125,-218.66360969919498,-135.06549246338582,0.7525000000000023,2.213571573005003,138
126,-40.923496677223696,-134.1409211934701,0.7505200000000023,2.294292413670084,91
127,-91.54894605254563,-133.99276139891938,0.7485400000000023,2.222257738113403,99
128,-48.067849031397174,-131.6909147135514,0.7465600000000023,2.439903966018132,114
129,14.498151056062497,-129.5384149445651,0.7445800000000024,2.1724718723978316,140
130,-45.777030772337824,-130.04856013955234,0.7426000000000024,2.0333046674728394,139
131,-8.90033272455112,-128.8739944747988,0.7406200000000024,2.2469607293605804,126
132,-178.2086688365908,-129.79952765930554,0.7386400000000024,2.3395486161822365,86
133,-114.25420969633178,-130.3202993630729,0.7366600000000024,2.142369990413253,146
134,-61.39975246943662,-129.18300711711277,0.7346800000000024,2.3620720842610234,94
135,-151.43982527762333,-129.7714226246243,0.7327000000000025,2.3548078775405883,118
136,-15.825557866906095,-129.100285104499,0.7307200000000025,2.154287782808145,98
137,-68.88406445671558,-128.67753832046813,0.7287400000000025,2.2984613180160522,138
138,-70.82720488205548,-128.4091870945648,0.7267600000000025,2.122156858444214,79
139,-189.09901203486618,-128.8588556498879,0.7247800000000025,2.319095930632423,135
140,-217.69199238512854,-130.34084892745324,0.7228000000000026,2.2232709527015686,81
141,97.84025526955355,-127.14886377338304,0.7208200000000026,2.0779889018535616,1000
142,-125.52835586923855,-126.78021072713284,0.7188400000000026,2.063141105266718,102
143,-67.52861786138061,-126.52588889453213,0.7168600000000026,2.0491808598691765,132
144,-36.48459775343459,-126.98474422709629,0.7148800000000026,2.068651892244816,160
145,-67.02248794579836,-124.67203209359135,0.7129000000000026,2.242453877414976,114
146,-81.80498623430412,-124.78762865865923,0.7109200000000027,1.9988444050153096,178
147,-126.82113060524296,-123.66604345139949,0.7089400000000027,1.87609303439105,110
148,-45.27278160952618,-123.40062530545785,0.7069600000000027,1.9086965102898448,74
149,-173.0354422617518,-123.73244176980381,0.7049800000000027,1.9387126631206937,110
150,-107.61372605284677,-122.25729038876993,0.7030000000000027,1.9944381657100858,84
151,-83.5286561081798,-122.65781324435513,0.7010200000000028,1.917614771561189,87
152,-44.566304421327246,-121.97997068175373,0.6990400000000028,1.9259606838226317,121
153,-103.18867055684466,-122.12412840950815,0.6970600000000028,2.0068541958525374,148
154,-164.05137525215645,-122.34753480884694,0.6950800000000028,1.9483430315466488,133
155,-220.07339413207177,-123.44218973927181,0.6931000000000028,2.1855432849663954,107
156,-131.00490593716984,-122.71590464861433,0.6911200000000028,1.9183818980267173,149
157,-136.67785492439583,-123.34903745446509,0.6891400000000029,1.8672746770522173,138
158,-94.83130403829647,-123.88965414933222,0.6871600000000029,2.013674222904703,93
